OrderID,CustomerID,SalespersonPersonID,PickedByPersonID,ContactPersonID,BackorderOrderID,OrderDate,ExpectedDeliveryDate,CustomerPurchaseOrderNumber,IsUndersupplyBackordered,Comments,DeliveryInstructions,InternalComments,PickingCompletedWhen,LastEditedBy,LastEditedWhen
336,577,15,9,2353,NULL,2013-01-07,2013-01-08,14014,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
337,421,6,9,2041,NULL,2013-01-07,2013-01-08,18369,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
338,124,20,9,1247,NULL,2013-01-07,2013-01-08,13692,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
339,991,16,9,3191,NULL,2013-01-07,2013-01-08,12189,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
340,44,13,9,1087,NULL,2013-01-07,2013-01-08,17679,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
341,979,7,9,3179,NULL,2013-01-07,2013-01-08,10125,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
342,124,14,9,1247,NULL,2013-01-07,2013-01-08,15932,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
343,475,16,NULL,2149,424,2013-01-07,2013-01-08,13930,1,NULL,NULL,NULL,2013-01-07 12:00:00.0000000,20,2013-01-07 12:00:00.0000000
344,82,7,9,1163,NULL,2013-01-07,2013-01-08,10489,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
345,178,15,9,1355,NULL,2013-01-07,2013-01-08,19891,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
346,137,14,9,1273,NULL,2013-01-07,2013-01-08,15543,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
347,102,20,9,1203,NULL,2013-01-07,2013-01-08,17397,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
348,835,15,9,3035,NULL,2013-01-07,2013-01-08,19181,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
349,39,3,9,1077,NULL,2013-01-07,2013-01-08,13897,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
350,98,14,9,1195,NULL,2013-01-07,2013-01-08,14388,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
351,87,2,9,1173,NULL,2013-01-07,2013-01-08,10350,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
352,864,16,9,3064,NULL,2013-01-07,2013-01-08,10677,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
353,931,13,9,3131,NULL,2013-01-07,2013-01-08,18464,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
354,588,6,9,2375,NULL,2013-01-07,2013-01-08,17850,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
355,491,8,9,2181,NULL,2013-01-07,2013-01-08,19783,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
356,478,7,9,2155,NULL,2013-01-07,2013-01-08,19429,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
357,834,6,9,3034,NULL,2013-01-07,2013-01-08,10617,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
358,958,3,9,3158,NULL,2013-01-07,2013-01-08,19549,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
359,42,14,9,1083,NULL,2013-01-07,2013-01-08,13555,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
360,575,20,9,2349,NULL,2013-01-07,2013-01-08,18203,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
361,458,15,NULL,2115,423,2013-01-07,2013-01-08,10470,1,NULL,NULL,NULL,2013-01-07 12:00:00.0000000,20,2013-01-07 12:00:00.0000000
362,567,8,9,2333,NULL,2013-01-07,2013-01-08,12268,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
363,897,2,9,3097,NULL,2013-01-07,2013-01-08,19896,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
364,124,20,NULL,1247,420,2013-01-07,2013-01-08,13155,1,NULL,NULL,NULL,2013-01-07 12:00:00.0000000,20,2013-01-07 12:00:00.0000000
365,856,7,9,3056,NULL,2013-01-07,2013-01-08,16935,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
366,66,8,NULL,1131,419,2013-01-07,2013-01-08,11289,1,NULL,NULL,NULL,2013-01-07 12:00:00.0000000,20,2013-01-07 12:00:00.0000000
367,518,6,9,2235,NULL,2013-01-07,2013-01-08,19556,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
368,540,6,9,2279,NULL,2013-01-07,2013-01-08,14576,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
369,953,7,9,3153,NULL,2013-01-07,2013-01-08,14645,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
370,481,15,9,2161,NULL,2013-01-07,2013-01-08,10514,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
371,504,14,9,2207,NULL,2013-01-07,2013-01-08,16102,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
372,510,16,9,2219,NULL,2013-01-07,2013-01-08,13205,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
373,847,2,NULL,3047,425,2013-01-07,2013-01-08,19838,1,NULL,NULL,NULL,2013-01-07 12:00:00.0000000,20,2013-01-07 12:00:00.0000000
374,963,15,9,3163,NULL,2013-01-07,2013-01-08,13833,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
375,931,2,9,3131,NULL,2013-01-07,2013-01-08,15337,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
376,825,16,9,3025,NULL,2013-01-07,2013-01-08,19172,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
377,497,14,9,2193,NULL,2013-01-07,2013-01-08,17042,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
378,149,16,9,1297,NULL,2013-01-07,2013-01-08,17390,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
379,406,3,9,2011,NULL,2013-01-07,2013-01-08,11262,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
380,909,6,9,3109,NULL,2013-01-07,2013-01-08,15261,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
381,842,20,9,3042,NULL,2013-01-07,2013-01-08,14038,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
382,887,16,9,3087,NULL,2013-01-07,2013-01-08,10296,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
383,535,13,9,2269,NULL,2013-01-07,2013-01-08,12783,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
384,555,14,9,2309,NULL,2013-01-07,2013-01-08,16665,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
385,94,6,9,1187,NULL,2013-01-07,2013-01-08,17175,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
386,147,14,9,1293,NULL,2013-01-07,2013-01-08,15100,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
387,74,20,9,1147,NULL,2013-01-07,2013-01-08,19926,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
388,521,16,9,2241,NULL,2013-01-07,2013-01-08,10756,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
389,884,8,9,3084,NULL,2013-01-07,2013-01-08,16387,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
390,407,13,9,2013,NULL,2013-01-07,2013-01-08,15154,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
391,132,2,9,1263,NULL,2013-01-07,2013-01-08,13280,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
392,556,3,9,2311,NULL,2013-01-07,2013-01-08,10741,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
393,873,16,9,3073,NULL,2013-01-07,2013-01-08,12434,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
394,586,3,9,2371,NULL,2013-01-07,2013-01-08,11923,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
395,141,6,9,1281,NULL,2013-01-07,2013-01-08,10526,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
396,92,20,9,1183,NULL,2013-01-07,2013-01-08,14366,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
397,944,7,9,3144,NULL,2013-01-07,2013-01-08,16397,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
398,470,20,9,2139,NULL,2013-01-07,2013-01-08,17297,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
399,535,15,9,2269,NULL,2013-01-07,2013-01-08,12180,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
400,547,8,9,2293,NULL,2013-01-07,2013-01-08,16277,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
401,29,15,9,1057,NULL,2013-01-07,2013-01-08,15301,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
402,99,6,9,1197,NULL,2013-01-07,2013-01-08,16967,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
403,903,8,9,3103,NULL,2013-01-07,2013-01-08,15809,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
404,477,15,9,2153,NULL,2013-01-07,2013-01-08,12493,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
405,879,13,9,3079,NULL,2013-01-07,2013-01-08,14159,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
406,432,3,9,2063,NULL,2013-01-07,2013-01-08,17204,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
407,870,8,NULL,3070,426,2013-01-07,2013-01-08,19901,1,NULL,NULL,NULL,2013-01-07 12:00:00.0000000,20,2013-01-07 12:00:00.0000000
408,119,20,9,1237,NULL,2013-01-07,2013-01-08,11878,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
409,546,15,9,2291,NULL,2013-01-07,2013-01-08,17188,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
410,975,15,9,3175,NULL,2013-01-07,2013-01-08,19274,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
411,191,20,NULL,1381,422,2013-01-07,2013-01-08,16790,1,NULL,NULL,NULL,2013-01-07 12:00:00.0000000,20,2013-01-07 12:00:00.0000000
412,144,16,9,1287,NULL,2013-01-07,2013-01-08,11546,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
413,577,20,9,2353,NULL,2013-01-07,2013-01-08,12795,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
414,886,8,9,3086,NULL,2013-01-07,2013-01-08,11466,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
415,863,16,9,3063,NULL,2013-01-07,2013-01-08,13722,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
416,37,8,9,1073,NULL,2013-01-07,2013-01-08,19170,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
417,38,16,9,1075,NULL,2013-01-07,2013-01-08,10757,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
418,958,14,9,3158,NULL,2013-01-07,2013-01-08,12403,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
419,66,8,17,1131,NULL,2013-01-07,2013-01-08,11289,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
420,124,20,17,1247,NULL,2013-01-07,2013-01-08,13155,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
421,125,2,17,1249,NULL,2013-01-07,2013-01-08,12672,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
422,191,20,17,1381,NULL,2013-01-07,2013-01-08,16790,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
423,458,15,17,2115,NULL,2013-01-07,2013-01-08,10470,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
424,475,16,17,2149,NULL,2013-01-07,2013-01-08,13930,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
425,847,2,11,3047,NULL,2013-01-07,2013-01-08,19838,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
426,870,8,17,3070,NULL,2013-01-07,2013-01-08,19901,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
427,421,8,17,2041,NULL,2013-01-08,2013-01-09,10096,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
428,817,8,17,3017,NULL,2013-01-08,2013-01-09,16505,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
429,998,16,17,3198,NULL,2013-01-08,2013-01-09,19518,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
430,831,6,17,3031,NULL,2013-01-08,2013-01-09,11754,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
431,860,14,17,3060,NULL,2013-01-08,2013-01-09,15196,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
432,913,2,17,3113,NULL,2013-01-08,2013-01-09,16293,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
433,112,13,17,1223,NULL,2013-01-08,2013-01-09,18406,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
434,26,14,17,1051,NULL,2013-01-08,2013-01-09,13768,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
435,164,6,17,1327,NULL,2013-01-08,2013-01-09,10073,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
436,186,6,17,1371,NULL,2013-01-08,2013-01-09,15670,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
437,86,15,17,1171,NULL,2013-01-08,2013-01-09,15695,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
438,915,15,17,3115,NULL,2013-01-08,2013-01-09,12251,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
439,810,20,17,3010,NULL,2013-01-08,2013-01-09,11238,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
440,549,16,NULL,2297,458,2013-01-08,2013-01-09,15140,1,NULL,NULL,NULL,2013-01-08 12:00:00.0000000,3,2013-01-08 12:00:00.0000000
441,944,20,17,3144,NULL,2013-01-08,2013-01-09,12471,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
442,590,2,17,2379,NULL,2013-01-08,2013-01-09,14687,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
443,553,6,17,2305,NULL,2013-01-08,2013-01-09,14451,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
444,82,3,17,1163,NULL,2013-01-08,2013-01-09,12463,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
445,939,2,17,3139,NULL,2013-01-08,2013-01-09,19328,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
446,850,2,17,3050,NULL,2013-01-08,2013-01-09,17317,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
447,512,15,17,2223,NULL,2013-01-08,2013-01-09,13343,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
448,132,2,17,1263,NULL,2013-01-08,2013-01-09,18831,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
449,167,13,17,1333,NULL,2013-01-08,2013-01-09,14426,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
450,86,2,17,1171,NULL,2013-01-08,2013-01-09,11179,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
451,457,14,17,2113,NULL,2013-01-08,2013-01-09,12559,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
452,406,6,17,2011,NULL,2013-01-08,2013-01-09,11553,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
453,995,20,17,3195,NULL,2013-01-08,2013-01-09,12318,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
454,119,15,17,1237,NULL,2013-01-08,2013-01-09,10664,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
455,150,2,17,1299,NULL,2013-01-08,2013-01-09,10720,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
456,914,20,17,3114,NULL,2013-01-08,2013-01-09,17651,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
457,841,2,17,3041,NULL,2013-01-08,2013-01-09,16252,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
458,549,16,11,2297,NULL,2013-01-08,2013-01-09,15140,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
459,844,15,11,3044,NULL,2013-01-09,2013-01-10,14343,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
460,575,2,11,2349,NULL,2013-01-09,2013-01-10,11518,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
461,184,14,11,1367,NULL,2013-01-09,2013-01-10,11764,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
462,546,3,11,2291,NULL,2013-01-09,2013-01-10,15239,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
463,555,3,11,2309,NULL,2013-01-09,2013-01-10,17338,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
464,835,7,11,3035,NULL,2013-01-09,2013-01-10,14316,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
465,888,6,11,3088,NULL,2013-01-09,2013-01-10,12261,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
466,576,8,11,2351,NULL,2013-01-09,2013-01-10,11658,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
467,491,7,11,2181,NULL,2013-01-09,2013-01-10,11000,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
468,455,6,NULL,2109,513,2013-01-09,2013-01-10,14236,1,NULL,NULL,NULL,2013-01-09 12:00:00.0000000,8,2013-01-09 12:00:00.0000000
469,975,15,11,3175,NULL,2013-01-09,2013-01-10,17491,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
470,518,16,11,2235,NULL,2013-01-09,2013-01-10,15252,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
471,147,13,11,1293,NULL,2013-01-09,2013-01-10,10119,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
472,842,8,11,3042,NULL,2013-01-09,2013-01-10,10403,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
473,405,20,11,2009,NULL,2013-01-09,2013-01-10,13202,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
474,835,15,11,3035,NULL,2013-01-09,2013-01-10,19869,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
475,413,2,11,2025,NULL,2013-01-09,2013-01-10,14918,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
476,186,14,11,1371,NULL,2013-01-09,2013-01-10,17957,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
477,426,8,11,2051,NULL,2013-01-09,2013-01-10,12416,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
478,835,20,11,3035,NULL,2013-01-09,2013-01-10,18048,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
479,953,7,11,3153,NULL,2013-01-09,2013-01-10,11810,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
480,803,6,11,3003,NULL,2013-01-09,2013-01-10,13416,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
481,845,2,11,3045,NULL,2013-01-09,2013-01-10,15137,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
482,850,14,11,3050,NULL,2013-01-09,2013-01-10,13698,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
483,807,20,11,3007,NULL,2013-01-09,2013-01-10,12787,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
484,438,15,11,2075,NULL,2013-01-09,2013-01-10,17889,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
485,408,8,11,2015,NULL,2013-01-09,2013-01-10,19661,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
486,58,3,11,1115,NULL,2013-01-09,2013-01-10,17724,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
487,921,13,11,3121,NULL,2013-01-09,2013-01-10,14819,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
488,838,8,11,3038,NULL,2013-01-09,2013-01-10,18162,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
489,590,6,11,2379,NULL,2013-01-09,2013-01-10,15052,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
490,109,14,11,1217,NULL,2013-01-09,2013-01-10,11499,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
491,176,6,NULL,1351,512,2013-01-09,2013-01-10,11618,1,NULL,NULL,NULL,2013-01-09 12:00:00.0000000,8,2013-01-09 12:00:00.0000000
492,813,16,11,3013,NULL,2013-01-09,2013-01-10,17351,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
493,117,8,11,1233,NULL,2013-01-09,2013-01-10,12844,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
494,401,20,11,2001,NULL,2013-01-09,2013-01-10,13882,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
495,832,6,11,3032,NULL,2013-01-09,2013-01-10,14584,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
496,89,7,NULL,1177,511,2013-01-09,2013-01-10,19087,1,NULL,NULL,NULL,2013-01-09 12:00:00.0000000,8,2013-01-09 12:00:00.0000000
497,946,6,11,3146,NULL,2013-01-09,2013-01-10,12467,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
498,446,8,11,2091,NULL,2013-01-09,2013-01-10,11376,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
499,803,14,11,3003,NULL,2013-01-09,2013-01-10,15942,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
500,439,6,11,2077,NULL,2013-01-09,2013-01-10,19735,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
501,79,3,11,1157,NULL,2013-01-09,2013-01-10,15158,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
502,143,8,11,1285,NULL,2013-01-09,2013-01-10,11356,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
503,132,8,11,1263,NULL,2013-01-09,2013-01-10,15949,1,NULL,NULL,NULL,2013-01-09 11:00:00.0000000,11,2013-01-09 11:00:00.0000000
